Wed Sep 04 07:16:13 2013    prof

         117823 function calls (114591 primitive calls) in 2.380 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 errors.py:9(<module>)
        8    0.000    0.000    0.000    0.000 core.py:7132(__init__)
       26    0.000    0.000    0.000    0.000 numerictypes.py:230(bitname)
        1    0.000    0.000    0.000    0.000 parser.py:292(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:200(__init__)
       99    0.000    0.000    0.000    0.000 :0(compile)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
      104    0.000    0.000    0.000    0.000 <string>:8(__new__)
        5    0.000    0.000    0.000    0.000 ntpath.py:466(abspath)
       40    0.000    0.000    0.000    0.000 :0(findall)
       36    0.000    0.000    0.000    0.000 pyparsing_py2.py:425(__iadd__)
      144    0.000    0.000    0.000    0.000 :0(getlower)
       52    0.000    0.000    0.000    0.000 abc.py:89(<genexpr>)
      175    0.000    0.000    0.000    0.000 pyparsing_py2.py:1475(__getattr__)
        1    0.000    0.000    0.000    0.000 ImageColor.py:20(<module>)
       33    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
        7    0.000    0.000    0.000    0.000 parser.py:215(_convert)
        7    0.000    0.000    0.000    0.000 ntpath.py:398(normpath)
        8    0.000    0.000    0.000    0.000 core.py:7137(getdoc)
      271    0.000    0.000    0.000    0.000 :0(remove)
       12    0.000    0.000    0.000    0.000 pyparsing_py2.py:342(__delitem__)
      354    0.000    0.000    0.000    0.000 sre_parse.py:211(isident)
      186    0.000    0.000    0.000    0.000 :0(extend)
        1    0.000    0.000    0.000    0.000 orthogonal.py:79(<module>)
        1    0.000    0.000    0.000    0.000 :0(setprofile)
      140    0.000    0.000    0.000    0.000 colors.py:491(__init__)
      352    0.000    0.000    0.000    0.000 :0(_errprint)
       13    0.000    0.000    0.000    0.000 pyparsing_py2.py:854(setParseAction)
       27    0.000    0.000    0.000    0.000 core.py:821(__init__)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2(<module>)
      368    0.000    0.000    0.000    0.000 :0(isalnum)
        6    0.000    0.000    0.000    0.000 pyparsing_py2.py:3389(<lambda>)
        1    0.000    0.000    0.000    0.000 functions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:25(<module>)
       72    0.000    0.000    0.000    0.000 pyparsing_py2.py:907(preParse)
        1    0.000    0.000    0.000    0.000 hdulist.py:1(<module>)
        4    0.000    0.000    0.000    0.000 :0(CreatePipe)
        1    0.000    0.000    0.000    0.000 figure.py:233(Figure)
        1    0.000    0.000    0.000    0.000 image.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 heapq.py:31(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:4(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing_py2.py:485(copy)
        1    0.000    0.000    0.000    0.000 urllib.py:613(__init__)
       81    0.000    0.000    0.000    0.000 cbook.py:475(iterable)
        1    0.000    0.000    0.000    0.000 arrayprint.py:697(__init__)
        1    0.000    0.000    0.000    0.000 urllib.py:129(__init__)
        3    0.000    0.000    0.000    0.000 tempfile.py:135(next)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:286(_add_types)
        1    0.000    0.000    0.000    0.000 dviread.py:20(<module>)
      174    0.000    0.000    0.000    0.000 :0(ljust)
       55    0.000    0.000    0.000    0.000 collections.py:349(<genexpr>)
        1    0.000    0.000    0.000    0.000 urllib.py:1518(getproxies)
       96    0.000    0.000    0.000    0.000 header.py:28(<genexpr>)
       18    0.000    0.000    0.000    0.000 pyparsing_py2.py:137(_str2dict)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
      199    0.000    0.000    0.000    0.000 :0(setattr)
        1    0.000    0.000    0.000    0.000 numerictypes.py:456(_set_array_types)
        1    0.000    0.000    0.000    0.000 patches.py:910(Arrow)
      126    0.000    0.000    0.000    0.000 :0(items)
        2    0.000    0.000    0.000    0.000 Image.py:1750(new)
        1    0.000    0.000    0.000    0.000 tzwin.py:2(<module>)
        8    0.000    0.000    0.000    0.000 function_base.py:6(linspace)
       15    0.000    0.000    0.000    0.000 pyparsing_py2.py:1860(__str__)
      108    0.000    0.000    0.000    0.000 rcsetup.py:42(func)
       72    0.000    0.000    0.000    0.000 numerictypes.py:128(english_lower)
        1    0.000    0.000    0.000    0.000 textwrap.py:163(_split)
       46    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 polyutils.py:33(<module>)
       24    0.000    0.000    0.000    0.000 BmpImagePlugin.py:188(o32)
        1    0.000    0.000    0.000    0.000 scale.py:101(LogScale)
        2    0.000    0.000    0.000    0.000 random.py:91(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:3183(delimitedList)
        2    0.000    0.000    0.000    0.000 subprocess.py:579(list2cmdline)
      211    0.000    0.000    0.000    0.000 :0(lower)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        2    0.000    0.000    0.000    0.000 random.py:100(seed)
        1    0.000    0.000    0.000    0.000 quiver.py:15(<module>)
       67    0.000    0.000    0.000    0.000 core.py:5641(isMaskedArray)
       18    0.000    0.000    0.000    0.000 core.py:905(__init__)
        6    0.000    0.000    0.000    0.000 decimal.py:515(__new__)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
      147    0.000    0.000    0.000    0.000 :0(add)
       13    0.000    0.000    0.000    0.000 _methods.py:28(_all)
        1    0.000    0.000    0.000    0.000 path.py:3(<module>)
      164    0.000    0.000    0.000    0.000 :0(pop)
        1    0.000    0.000    0.000    0.000 precision.py:21(_fill_table)
        7    0.000    0.000    0.000    0.000 pyparsing_py2.py:2871(__init__)
        3    0.000    0.000    0.000    0.000 decimal.py:3782(__init__)
       13    0.000    0.000    0.000    0.000 pyparsing_py2.py:756(_normalizeParseActionArgs)
        9    0.000    0.000    0.000    0.000 pyparsing_py2.py:3268(_escapeRegexRangeChars)
       47    0.000    0.000    0.000    0.000 docstring.py:42(update)
       55    0.000    0.000    0.000    0.000 collections.py:347(<genexpr>)
        4    0.000    0.000    0.000    0.000 os.py:419(__setitem__)
       11    0.000    0.000    0.000    0.000 pyparsing_py2.py:1781(__str__)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:35(<module>)
        5    0.000    0.000    0.000    0.000 precision.py:15(_get_precisions)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:2(<module>)
        8    0.000    0.000    0.000    0.000 ntpath.py:275(expanduser)
      104    0.000    0.000    0.000    0.000 :0(end)
       22    0.000    0.000    0.000    0.000 :0(sort)
       41    0.000    0.000    0.000    0.000 ntpath.py:55(isabs)
        7    0.000    0.000    0.000    0.000 pyparsing_py2.py:1306(__or__)
      106    0.000    0.000    0.000    0.000 :0(repr)
        1    0.000    0.000    0.000    0.000 scale.py:496(get_scale_docs)
        1    0.000    0.000    0.000    0.000 hex_codec.py:8(<module>)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:785(_construct_lookups)
        5    0.000    0.000    0.000    0.000 utils.py:157(deprecate)
        1    0.000    0.000    0.000    0.000 groups.py:1(<module>)
        4    0.000    0.000    0.000    0.000 :0(putenv)
        1    0.000    0.000    0.000    0.000 collections.py:27(Collection)
       74    0.000    0.000    0.000    0.000 _inspect.py:150(strseq)
       32    0.000    0.000    0.000    0.000 pyparsing_py2.py:1568(parseImpl)
        2    0.000    0.000    0.000    0.000 :0(fill)
        2    0.000    0.000    0.000    0.000 Image.py:577(fromstring)
       12    0.000    0.000    0.000    0.000 pyparsing_py2.py:1513(setName)
      7/1    0.000    0.000    0.000    0.000 arrayprint.py:196(_leading_trailing)
       52    0.000    0.000    0.000    0.000 inspect.py:67(ismethod)
       14    0.000    0.000    0.000    0.000 __init__.py:147(_check_size)
       29    0.000    0.000    0.000    0.000 pyparsing_py2.py:1436(__str__)
       17    0.000    0.000    0.000    0.000 pyparsing_py2.py:714(setName)
        1    0.000    0.000    0.000    0.000 legend.py:91(Legend)
        1    0.000    0.000    0.000    0.000 sysconfig.py:50(_python_build)
        2    0.000    0.000    0.000    0.000 :0(urandom)
       12    0.000    0.000    0.000    0.000 pyparsing_py2.py:460(_asStringList)
        1    0.000    0.000    0.000    0.000 column.py:397(ColDefs)
       99    0.000    0.000    0.000    0.000 sre_parse.py:68(__init__)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
       76    0.000    0.000    0.000    0.000 :0(iteritems)
       52    0.000    0.000    0.000    0.000 inspect.py:142(isfunction)
        2    0.000    0.000    0.000    0.000 :0(tostring)
       52    0.000    0.000    0.000    0.000 inspect.py:209(iscode)
       27    0.000    0.000    0.000    0.000 artist.py:28(allow_rasterization)
        1    0.000    0.000    0.000    0.000 table.py:120(_TableBaseHDU)
        1    0.000    0.000    0.000    0.000 core.py:2574(MaskedArray)
       42    0.000    0.000    0.000    0.000 copy_reg.py:92(__newobj__)
       17    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        1    0.000    0.000    0.000    0.000 collections.py:800(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 mathtext.py:2049(Parser)
       92    0.000    0.000    0.000    0.000 :0(start)
      119    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
        1    0.000    0.000    0.000    0.000 collections.py:697(PolyCollection)
       86    0.000    0.000    0.000    0.000 ntpath.py:122(splitdrive)
        1    0.000    0.000    0.000    0.000 ImageFile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 urllib.py:1355(getproxies_environment)
        1    0.000    0.000    0.000    0.000 urllib.py:1472(getproxies_registry)
      116    0.000    0.000    0.000    0.000 :0(translate)
        4    0.000    0.000    0.000    0.000 :0(flush)
        1    0.000    0.000    0.000    0.000 polytemplate.py:11(<module>)
       30    0.000    0.000    0.000    0.000 numerictypes.py:448(_add_array_type)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
       12    0.000    0.000    0.000    0.000 pyparsing_py2.py:3383(<lambda>)
       34    0.000    0.000    0.000    0.000 six.py:93(__init__)
      140    0.000    0.000    0.000    0.000 :0(find)
       55    0.000    0.000    0.000    0.000 :0(__contains__)
        1    0.000    0.000    0.000    0.000 polar.py:212(PolarAxes)
      111    0.000    0.000    0.000    0.000 :0(setdefault)
       11    0.000    0.000    0.000    0.000 copy_reg.py:95(_slotnames)
        1    0.000    0.000    0.000    0.000 numpytest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:23(<module>)
       48    0.000    0.000    0.000    0.000 __init__.py:721(__getitem__)
        1    0.000    0.000    0.000    0.000 collections.py:662(PathCollection)
       40    0.000    0.000    0.000    0.000 numerictypes.py:155(english_upper)
        1    0.000    0.000    0.000    0.000 collections.py:1068(EllipseCollection)
        6    0.000    0.000    0.000    0.000 pyparsing_py2.py:2787(__init__)
       40    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rrule.py:228(rrule)
       43    0.000    0.000    0.000    0.000 _inspect.py:161(<lambda>)
        1    0.000    0.000    0.000    0.000 patches.py:2163(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 artist.py:65(Artist)
       13    0.000    0.000    0.000    0.000 functions.py:60(zeros)
        1    0.000    0.000    0.000    0.000 _datasource.py:482(Repository)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
       39    0.000    0.000    0.000    0.000 util.py:140(deprecated)
        6    0.000    0.000    0.000    0.000 numeric.py:2178(seterr)
        1    0.000    0.000    0.000    0.000 gridspec.py:15(<module>)
       55    0.000    0.000    0.000    0.000 :0(isdigit)
      105    0.000    0.000    0.000    0.000 :0(unichr)
        1    0.000    0.000    0.000    0.000 verify.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:1679(Annotation)
        1    0.000    0.000    0.000    0.000 lines.py:73(Line2D)
       96    0.000    0.000    0.000    0.000 :0(rstrip)
        3    0.000    0.000    0.000    0.000 __init__.py:78(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 six.py:320(exec_)
        7    0.000    0.000    0.000    0.000 pyparsing_py2.py:2520(__init__)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.000    0.000    0.000    0.000 threading.py:1088(__init__)
        1    0.000    0.000    0.000    0.000 format.py:136(<module>)
       40    0.000    0.000    0.000    0.000 _inspect.py:24(isfunction)
        1    0.000    0.000    0.000    0.000 numerictypes.py:343(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
       31    0.000    0.000    0.000    0.000 sre_compile.py:52(fixup)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.000    0.000 file.py:44(_File)
       15    0.000    0.000    0.000    0.000 zern.py:72(noll_to_zern)
       30    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 _cm.py:5(<module>)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
        1    0.000    0.000    0.000    0.000 _internal.py:191(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:192(iinfo)
       75    0.000    0.000    0.000    0.000 pyparsing_py2.py:1392(setWhitespaceChars)
        1    0.000    0.000    0.000    0.000 util.py:15(<module>)
        2    0.000    0.000    0.000    0.000 genericpath.py:26(isfile)
        1    0.000    0.000    0.000    0.000 fitsrec.py:1(<module>)
       18    0.000    0.000    0.000    0.000 random.py:272(choice)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        2    0.000    0.000    0.000    0.000 version.py:263(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1036(CircleCollection)
        5    0.000    0.000    0.000    0.000 utils.py:113(__call__)
        1    0.000    0.000    0.000    0.000 helper.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _inspect.py:6(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:433(_construct_char_code_lookup)
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:2374(setResultsName)
        1    0.000    0.000    0.000    0.000 collections.py:758(BrokenBarHCollection)
       43    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        4    0.000    0.000    0.000    0.000 __init__.py:375(__getattr__)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:636(__init__)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:1563(any)
        2    0.000    0.000    0.000    0.000 version.py:268(parse)
       22    0.000    0.000    0.000    0.000 pyparsing_py2.py:320(__getitem__)
        6    0.000    0.000    0.000    0.000 tempfile.py:382(__getattr__)
       41    0.000    0.000    0.000    0.000 :0(_getframe)
        3    0.000    0.000    0.000    0.000 :0(fdopen)
        2    0.000    0.000    0.000    0.000 numerictypes.py:961(find_common_type)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:18(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:691(RcParams)
       42    0.000    0.000    0.000    0.000 :0(id)
       21    0.000    0.000    0.000    0.000 numerictypes.py:217(_evalname)
       10    0.000    0.000    0.000    0.000 Image.py:2114(register_extension)
       30    0.000    0.000    0.000    0.000 pyparsing_py2.py:368(__bool__)
       22    0.000    0.000    0.000    0.000 os.py:442(__contains__)
       83    0.000    0.000    0.000    0.000 :0(iter)
       20    0.000    0.000    0.000    0.000 __init__.py:270(report)
        1    0.000    0.000    0.000    0.000 _endian.py:4(<module>)
        6    0.000    0.000    0.000    0.000 pyparsing_py2.py:2118(__init__)
       31    0.000    0.000    0.000    0.000 _inspect.py:37(iscode)
        2    0.000    0.000    0.000    0.000 __init__.py:349(__init__)
       74    0.000    0.000    0.000    0.000 pyparsing_py2.py:1442(streamline)
        2    0.000    0.000    0.000    0.000 __init__.py:583(_get_data_path_cached)
        1    0.000    0.000    0.000    0.000 ssl.py:56(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3693(FancyArrowPatch)
        1    0.000    0.000    0.000    0.000 mbcs.py:9(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:4024(ConnectionPatch)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:306(prep_simple)
       14    0.000    0.000    0.000    0.000 numerictypes.py:182(english_capitalize)
        1    0.000    0.000    0.000    0.000 __init__.py:544(_get_data_path)
        1    0.000    0.000    0.000    0.000 relativedelta.py:6(<module>)
       68    0.000    0.000    0.000    0.000 :0(upper)
        3    0.000    0.000    0.000    0.000 tempfile.py:124(rng)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:8(<module>)
        4    0.000    0.000    0.000    0.000 numerictypes.py:946(_can_coerce_all)
        3    0.000    0.000    0.000    0.000 __init__.py:493(PYFUNCTYPE)
        6    0.000    0.000    0.000    0.000 core.py:1052(__init__)
        1    0.000    0.000    0.000    0.000 interpolate.py:1(<module>)
       70    0.000    0.000    0.000    0.000 pyparsing_py2.py:922(postParse)
        3    0.000    0.000    0.000    0.000 pyparsing_py2.py:3093(__init__)
       25    0.000    0.000    0.000    0.000 string.py:229(upper)
        9    0.000    0.000    0.000    0.000 core.py:2430(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:654(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:951(FancyArrow)
        2    0.000    0.000    0.000    0.000 pyparsing_py2.py:1366(__invert__)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:18(<module>)
        1    0.000    0.000    0.000    0.000 nonstandard.py:1(<module>)
       17    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        1    0.000    0.000    0.000    0.000 spines.py:17(Spine)
        1    0.000    0.000    0.000    0.000 patches.py:1293(Arc)
        5    0.000    0.000    0.000    0.000 :0(_getfullpathname)
        1    0.000    0.000    0.000    0.000 patches.py:675(RegularPolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1048(YAArrow)
       23    0.000    0.000    0.000    0.000 precision.py:31(_lookup)
        2    0.000    0.000    0.000    0.000 pyparsing_py2.py:2754(__init__)
        1    0.000    0.000    0.000    0.000 tzwin.py:16(_settzkeyname)
       27    0.000    0.000    0.000    0.000 util.py:84(__init__)
        1    0.000    0.000    0.000    0.000 units.py:44(<module>)
        9    0.000    0.000    0.000    0.000 :0(arange)
        1    0.000    0.000    0.000    0.000 token.py:3(<module>)
        2    0.000    0.000    0.000    0.000 :0(POINTER)
        1    0.000    0.000    0.000    0.000 __init__.py:432(__getattr__)
        4    0.000    0.000    0.000    0.000 pyparsing_py2.py:329(__setitem__)
       19    0.000    0.000    0.000    0.000 tokenize.py:44(group)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1212(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 geo.py:246(AitoffAxes)
        2    0.000    0.000    0.000    0.000 pyparsing_py2.py:2890(__str__)
        1    0.000    0.000    0.000    0.000 geo.py:497(LambertAxes)
        2    0.000    0.000    0.000    0.000 ntpath.py:189(splitext)
        3    0.000    0.000    0.000    0.000 :0(any)
       34    0.000    0.000    0.000    0.000 :0(keys)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:736(Bbox)
        1    0.000    0.000    0.000    0.000 __init__.py:297(create_unicode_buffer)
        9    0.000    0.000    0.000    0.000 os.py:444(get)
        4    0.000    0.000    0.000    0.000 __init__.py:382(__getitem__)
       74    0.000    0.000    0.000    0.000 :0(globals)
        1    0.000    0.000    0.000    0.000 patches.py:787(Polygon)
        1    0.000    0.000    0.000    0.000 streaming.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:700(_tzparser)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1180(Ellipse)
        1    0.000    0.000    0.000    0.000 socket.py:179(_socketobject)
        1    0.000    0.000    0.000    0.000 patches.py:1247(Circle)
        1    0.000    0.000    0.000    0.000 transforms.py:1843(IdentityTransform)
       22    0.000    0.000    0.000    0.000 :0(empty)
        2    0.000    0.000    0.000    0.000 pyparsing_py2.py:2876(parseImpl)
        1    0.000    0.000    0.000    0.000 patches.py:466(Shadow)
        1    0.000    0.000    0.000    0.000 path.py:19(Path)
        1    0.000    0.000    0.000    0.000 patches.py:759(PathPatch)
        1    0.000    0.000    0.000    0.000 geo.py:325(HammerAxes)
        1    0.000    0.000    0.000    0.000 cbook.py:764(mkdirs)
       23    0.000    0.000    0.000    0.000 :0(calcsize)
        2    0.000    0.000    0.000    0.000 :0(OpenKey)
        1    0.000    0.000    0.000    0.000 hdulist.py:121(HDUList)
        1    0.000    0.000    0.000    0.000 transforms.py:1510(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:405(MollweideAxes)
       44    0.000    0.000    0.000    0.000 :0(iterkeys)
        1    0.000    0.000    0.000    0.000 mathtext.py:1016(StandardPsFonts)
        3    0.000    0.000    0.000    0.000 :0(filter)
        1    0.000    0.000    0.000    0.000 patches.py:851(Wedge)
        1    0.000    0.000    0.000    0.000 tkCommonDialog.py:11(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1152(CirclePolygon)
        1    0.000    0.000    0.000    0.000 image.py:9(_ImageBaseHDU)
        1    0.000    0.000    0.000    0.000 typeconv.py:1(<module>)
       46    0.000    0.000    0.000    0.000 :0(sizeof)
        2    0.000    0.000    0.000    0.000 genericpath.py:85(_splitext)
        1    0.000    0.000    0.000    0.000 <string>:7(Laguerre)
        2    0.000    0.000    0.000    0.000 pyparsing_py2.py:2174(__init__)
        5    0.000    0.000    0.000    0.000 Image.py:2082(register_open)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
       43    0.000    0.000    0.000    0.000 six.py:80(__init__)
        1    0.000    0.000    0.000    0.000 image.py:32(_AxesImageBase)
        1    0.000    0.000    0.000    0.000 compressed.py:78(CompImageHDU)
        2    0.000    0.000    0.000    0.000 util.py:119(setter)
        1    0.000    0.000    0.000    0.000 <string>:7(Hermite)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
       13    0.000    0.000    0.000    0.000 pyparsing_py2.py:1790(charsAsStr)
        9    0.000    0.000    0.000    0.000 core.py:2436(getdoc)
        7    0.000    0.000    0.000    0.000 numeric.py:322(asanyarray)
        1    0.000    0.000    0.000    0.000 <string>:7(Polynomial)
        6    0.000    0.000    0.000    0.000 hashlib.py:94(__get_openssl_constructor)
        3    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
        6    0.000    0.000    0.000    0.000 :0(sorted)
        1    0.000    0.000    0.000    0.000 <string>:7(Chebyshev)
        3    0.000    0.000    0.000    0.000 __init__.py:49(normalize_encoding)
        1    0.000    0.000    0.000    0.000 <string>:7(Legendre)
        1    0.000    0.000    0.000    0.000 <string>:7(HermiteE)
        3    0.000    0.000    0.000    0.000 _methods.py:24(_any)
        1    0.000    0.000    0.000    0.000 scale.py:311(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 machar.py:4(<module>)
       33    0.000    0.000    0.000    0.000 cm.py:24(_reverser)
        9    0.000    0.000    0.000    0.000 six.py:108(__init__)
       37    0.000    0.000    0.000    0.000 backend_pdf.py:264(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:19(GeoAxes)
       27    0.000    0.000    0.000    0.000 decimal.py:3809(<genexpr>)
        4    0.000    0.000    0.000    0.000 __init__.py:705(__setitem__)
       37    0.000    0.000    0.000    0.000 abc.py:15(abstractmethod)
        4    0.000    0.000    0.000    0.000 numerictypes.py:778(__getitem__)
        1    0.000    0.000    0.000    0.000 bezier.py:149(BezierSegment)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1435(FigureCanvasBase)
        4    0.000    0.000    0.000    0.000 legend_handler.py:150(__init__)
        6    0.000    0.000    0.000    0.000 numeric.py:2274(geterr)
        7    0.000    0.000    0.000    0.000 legend_handler.py:120(__init__)
       21    0.000    0.000    0.000    0.000 _weakrefset.py:68(__contains__)
        1    0.000    0.000    0.000    0.000 numeric.py:1884(identity)
        7    0.000    0.000    0.000    0.000 :0(reshape)
       13    0.000    0.000    0.000    0.000 typeconv.py:22(convtypecode)
        3    0.000    0.000    0.000    0.000 legend_handler.py:268(__init__)
       27    0.000    0.000    0.000    0.000 decimal.py:3816(<genexpr>)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:81(__init__)
        1    0.000    0.000    0.000    0.000 util.py:254(ignore_sigint)
        2    0.000    0.000    0.000    0.000 util.py:125(__ter)
        1    0.000    0.000    0.000    0.000 backend_agg.py:56(RendererAgg)
        1    0.000    0.000    0.000    0.000 Image.py:444(Image)
        1    0.000    0.000    0.000    0.000 case.py:133(TestCase)
        1    0.000    0.000    0.000    0.000 Tkinter.py:372(Misc)
        1    0.000    0.000    0.000    0.000 threading.py:539(Event)
        6    0.000    0.000    0.000    0.000 pyparsing_py2.py:1472(getException)
        4    0.000    0.000    0.000    0.000 _methods.py:32(_count_reduce_items)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        2    0.000    0.000    0.000    0.000 linalg.py:66(_makearray)
        5    0.000    0.000    0.000    0.000 re.py:204(escape)
        2    0.000    0.000    0.000    0.000 threading.py:241(Condition)
        1    0.000    0.000    0.000    0.000 axes.py:9070(subplot_class_factory)
        2    0.000    0.000    0.000    0.000 pyparsing_py2.py:2218(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing_py2.py:2559(__str__)
        1    0.000    0.000    0.000    0.000 decimal.py:506(Decimal)
        1    0.000    0.000    0.000    0.000 parser.py:290(parser)
        1    0.000    0.000    0.000    0.000 threading.py:558(__init__)
       12    0.000    0.000    0.000    0.000 string.py:220(lower)
        2    0.000    0.000    0.000    0.000 Image.py:387(_getencoder)
        2    0.000    0.000    0.000    0.000 Image.py:371(_getdecoder)
       36    0.000    0.000    0.000    0.000 arrayprint.py:215(_boolFormatter)
       20    0.000    0.000    0.000    0.000 __init__.py:302(ge)
       35    0.000    0.000    0.000    0.000 markers.py:691(<lambda>)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        5    0.000    0.000    0.000    0.000 scale.py:463(get_scale_names)
        1    0.000    0.000    0.000    0.000 parser.py:702(_result)
        2    0.000    0.000    0.000    0.000 Image.py:460(_new)
       12    0.000    0.000    0.000    0.000 :0(indices)
        2    0.000    0.000    0.000    0.000 :0(seed)
        1    0.000    0.000    0.000    0.000 patches.py:532(Rectangle)
        6    0.000    0.000    0.000    0.000 Image.py:83(isStringType)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        3    0.000    0.000    0.000    0.000 codecs.py:77(__new__)
       10    0.000    0.000    0.000    0.000 pyparsing_py2.py:3294(<lambda>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:169(eye)
        5    0.000    0.000    0.000    0.000 Image.py:2104(register_save)
        1    0.000    0.000    0.000    0.000 defchararray.py:1732(chararray)
       13    0.000    0.000    0.000    0.000 :0(reverse)
       17    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 numerictypes.py:384(_set_up_aliases)
        7    0.000    0.000    0.000    0.000 :0(allocate_lock)
